Type 1_first,Type 2_first,Type 1_second,Type 2_second,Height_diff,Weight_diff,Experience_diff,Total_stats_diff,Generation_diff,Legendary_diff,Winner
17,11,0,16,12,995,15,41,-4,0,0
5,12,12,7,-3,-354,-6,-5,0,0,0
17,12,2,7,-19,-2086,0,0,3,0,1
17,12,13,7,46,1070,30,85,2,0,0
11,7,17,12,0,60,76,130,1,0,0
15,10,17,9,-3,970,-72,-70,-1,0,0
0,12,9,7,-1,69,-135,-255,-1,0,0
16,2,17,15,48,6780,162,300,2,1,1
11,8,17,12,7,157,26,75,-2,0,0
17,9,17,7,-1,83,-47,-133,-2,0,0
17,12,17,2,-10,-1290,-101,-135,2,0,0
5,12,9,12,9,289,123,230,0,0,1
6,16,0,7,3,3944,133,210,2,1,0
12,12,14,12,6,522,114,198,-3,0,1
8,12,11,14,8,660,77,70,3,0,0
6,12,0,13,1,751,113,210,-2,0,1
10,3,12,12,2,-215,18,51,2,0,0
1,5,15,10,-1,-1220,27,78,3,0,1
17,9,9,12,-3,-455,-20,-45,1,0,0
9,13,4,12,7,115,93,160,-1,0,1
15,12,0,8,-4,168,-27,44,2,0,0
17,12,17,12,58,1555,124,215,2,0,1
9,13,5,12,3,-14,151,140,-4,0,0
5,12,10,1,3,712,-11,-55,-2,0,0
12,12,2,7,-49,2535,-117,-140,-2,-1,0
14,12,14,12,0,130,-107,-165,0,0,0
13,0,17,14,-3,-680,-116,-190,3,0,0
10,12,6,16,-9,-3805,-204,-270,0,-1,0
17,15,3,12,-2,14,28,80,-2,0,1
15,12,3,12,-3,354,-35,-90,4,0,1
13,12,17,10,2,-85,-14,-40,-2,0,1
17,10,14,12,-11,-984,-142,-212,2,-1,0
1,14,2,12,7,295,11,30,0,0,1
15,12,17,9,4,994,93,170,2,0,0
17,12,5,12,-12,-1235,-162,-180,0,0,0
12,12,4,12,-5,-160,-161,-203,2,0,0
17,2,12,7,39,3340,254,418,3,1,1
14,12,0,12,-4,-171,-94,-115,1,0,0
0,7,1,6,4,176,112,65,1,0,0
12,12,14,6,4,20,-227,-385,-3,-1,0
17,12,12,12,-4,-310,-63,-46,-1,0,0
14,7,13,12,3,95,81,85,4,0,1
12,4,10,7,-15,-370,-84,-240,-3,0,0
12,12,5,12,-2,-229,-23,-85,-2,0,1
6,12,2,14,-14,-225,-207,-285,2,-1,0
0,13,16,14,-2,-573,-21,-105,-3,0,1
12,7,10,14,-12,-1059,-122,-236,2,0,0
12,12,3,7,16,2674,63,140,3,0,1
9,13,17,10,3,50,6,30,-2,0,0
14,4,17,12,-8,-184,-114,-242,2,0,0
6,12,12,12,-6,-218,-424,-15,-1,0,1
3,12,17,5,8,265,2,5,4,0,0
5,12,6,7,2,257,-16,-44,-5,0,0
1,12,13,12,2,70,56,160,1,0,1
15,17,16,14,-1,-837,11,55,-2,0,1
17,14,17,12,14,708,56,160,-1,0,1
12,12,2,12,6,430,161,180,0,0,1
11,7,0,12,1,-93,-57,-165,-3,0,0
14,12,15,16,15,650,236,330,-3,1,1
17,12,9,7,14,1290,-39,60,1,0,0
12,7,9,13,2,0,6,30,-1,0,0
17,12,13,12,-9,-555,-18,-54,2,0,1
0,13,2,11,-5,-1245,-79,-175,0,-1,1
16,8,8,12,3,30,96,145,1,0,0
17,13,1,14,5,420,9,47,-5,0,1
17,12,3,16,-4,-1570,-99,-130,0,0,0
16,10,17,12,84,3755,34,97,-3,0,0
9,5,17,11,3,800,95,105,4,1,1
15,7,9,12,-3,10,-78,-24,3,0,1
5,14,14,12,0,-250,4,10,2,0,0
12,12,17,12,-9,-298,-30,-150,-2,0,1
6,12,12,12,-10,-440,-92,-130,0,0,0
15,10,17,12,9,1450,81,96,-4,0,0
16,5,17,10,6,1681,20,45,2,1,1
0,12,5,12,-8,-798,-169,-215,-3,0,0
12,12,1,16,1,223,112,175,-3,0,0
17,12,4,12,-4,-161,-144,-325,-3,0,0
10,12,12,12,-10,-747,-119,-225,-1,0,0
12,12,3,12,-1,-31,5,15,-1,0,0
6,7,12,12,16,559,206,305,-4,1,1
10,12,15,7,17,8910,122,155,2,1,0
4,12,0,9,6,27,115,172,1,0,1
0,12,8,12,-7,-48,-98,-150,2,0,0
6,12,14,12,9,582,119,215,1,0,1
12,12,14,12,1,-246,-23,-115,-1,0,0
5,16,13,1,8,348,118,196,0,0,1
1,12,12,12,6,175,106,196,1,0,1
15,16,8,12,-3,2635,15,42,-1,0,1
5,12,8,12,6,360,104,170,2,0,0
12,12,6,12,-1,90,-13,-66,-1,0,0
2,12,4,12,5,1290,-78,-67,-1,0,0
10,12,6,5,-9,-70,-90,-105,-2,0,0
17,15,6,5,-9,-1335,-167,-173,0,0,0
3,16,6,12,-6,-190,-119,-200,0,0,0
6,12,15,1,-5,-1205,-93,-93,4,0,0
0,16,14,12,-7,-15,-1,-1,0,0,1
9,13,3,7,3,19,-86,-110,-4,0,0
12,10,0,7,7,369,99,179,2,0,0
0,13,8,12,-16,-966,-164,-320,-3,0,0
13,12,1,7,14,983,92,104,0,0,1
15,10,11,12,-14,-1080,-33,-75,-3,0,1
17,12,9,13,4,831,1,7,0,0,0
12,7,1,12,-5,-225,-31,-88,0,0,0
17,12,0,12,3,11,-12,101,-4,0,1
12,7,12,12,0,10,-97,-169,-2,0,0
15,10,17,12,85,2030,14,71,-5,0,0
0,7,12,12,0,-195,78,224,2,0,1
14,7,6,12,8,55,110,181,4,0,1
4,12,12,12,-3,-58,-22,-112,0,0,0
17,12,14,12,7,157,100,158,-4,0,1
12,12,3,12,0,11,-11,-55,0,0,0
12,12,17,12,1,10,-14,-68,5,0,1
1,16,12,12,5,650,46,130,2,0,1
12,12,17,12,5,95,67,56,1,0,1
17,7,13,12,9,139,106,171,2,0,1
10,1,6,12,4,249,61,42,4,0,1
8,12,17,12,-4,-309,73,-5,-2,0,1
11,12,17,7,8,520,180,230,0,0,1
12,12,3,12,-5,-481,-27,-67,0,0,0
6,7,9,7,-3,-95,79,74,-2,0,1
9,12,12,7,6,894,125,225,3,0,0
1,7,1,12,-10,-415,-196,-230,1,-1,0
17,12,15,17,1,-160,3,14,-5,0,1
15,14,17,8,-2,1350,94,105,-2,0,1
6,7,6,12,32,1855,232,311,-4,1,1
2,11,14,4,26,3184,257,462,2,1,1
12,12,12,12,-4,-140,-191,-285,0,0,0
15,7,5,12,4,110,21,60,-1,0,1
10,12,8,13,-10,-70,-159,-170,1,0,0
12,7,12,12,1,-105,-4,-11,-2,0,1
12,12,9,12,-20,-227,-78,-70,-2,0,0
15,2,12,12,15,2480,28,81,3,0,1
16,5,15,9,11,2262,190,225,2,1,1
17,10,6,12,-1,-80,-4,-20,-2,0,1
17,10,9,12,5,564,57,10,-1,0,0
6,10,1,6,1,132,-5,-25,1,0,0
3,8,12,12,-2,-113,103,185,-1,0,0
9,12,16,4,6,55,-16,-45,-4,0,0
17,12,16,14,3,98,-128,-195,3,-1,0
15,4,5,14,-3,-55,44,220,3,0,0
17,12,6,12,-9,-728,-61,-177,-3,0,0
11,8,17,12,-132,-3714,-7,-20,1,0,0
16,8,17,12,-9,-225,-13,-37,3,0,0
13,17,15,10,-83,-2027,-13,-65,5,0,0
12,7,9,12,14,339,98,125,-2,0,1
6,7,0,12,6,145,103,294,3,0,1
3,12,6,12,1,-726,-109,-190,-1,0,1
9,12,12,7,-8,133,-88,-107,2,0,0
6,5,2,14,-4,900,-32,-72,2,-1,0
11,12,14,7,1,64,-4,-8,0,0,0
9,12,1,11,24,350,152,98,3,0,0
16,15,11,10,0,535,16,80,1,0,0
14,12,5,12,0,-18,66,45,0,0,1
6,12,10,3,0,80,-95,-121,-4,0,1
0,9,12,12,-8,-30,-3,-10,-1,0,0
6,17,1,6,3,1600,95,100,4,1,0
3,12,10,15,-4,-798,-4,-10,2,0,0
15,11,6,12,8,-552,-93,-108,3,0,1
17,12,17,15,-8,-779,43,-15,-1,0,1
3,12,14,12,-10,-761,-217,-337,0,0,0
17,10,13,12,6,425,101,144,4,0,1
9,13,12,7,-6,-344,-21,-52,-1,0,0
14,7,9,12,3,-165,-2,-8,0,0,0
15,12,6,10,9,785,112,190,1,0,1
14,9,14,12,-10,-706,101,117,1,0,1
17,12,17,10,-3,-87,-68,-54,1,0,0
10,15,15,12,15,1020,114,205,-4,0,1
17,12,0,3,0,87,-23,-67,-1,0,0
17,7,6,12,58,2000,139,290,-1,0,1
15,4,0,13,3,35,218,340,1,1,0
12,12,14,5,-4,-187,-65,-38,0,0,1
12,9,0,6,8,637,94,115,0,0,1
6,12,10,8,0,-775,82,106,1,0,0
11,12,5,12,-5,-296,21,60,-1,0,1
1,8,1,12,0,-26,77,160,0,0,0
17,13,13,5,-2,-191,28,130,-2,0,1
9,12,6,12,0,488,5,25,0,0,0
5,12,11,12,-11,-4850,-110,-164,-1,0,1
12,12,8,6,2,235,-51,25,-4,0,0
4,12,1,11,-5,-245,-18,-89,4,0,0
12,12,9,13,-4,-34,-13,-65,0,0,1
5,14,14,12,3,109,-205,-300,-1,-1,0
9,13,5,12,0,-170,18,90,-1,0,1
14,12,15,12,-8,-964,-18,-90,1,0,1
15,10,15,10,6,850,77,90,0,0,1
9,12,12,12,-2,-182,-14,-70,-2,0,0
17,12,5,16,-7,-457,-118,-195,2,0,0
3,12,5,12,-4,-153,81,100,2,0,1
11,12,17,10,-1,-175,90,105,3,0,1
8,6,17,2,-39,-3329,-251,-405,1,-1,0
15,17,11,7,-12,-244,-200,-274,5,-1,0
12,9,12,12,6,522,6,17,2,0,1
15,12,0,10,11,970,120,229,1,0,1
9,12,16,8,9,890,121,206,0,0,0
6,10,14,7,-33,40,-145,-220,1,-1,0
17,13,17,7,4,400,6,30,-4,0,1
9,12,0,9,-1,-42,-57,-20,0,0,0
12,12,5,12,-5,-60,-1,-3,3,0,1
6,10,14,12,16,2197,-100,-120,-1,-1,0
17,12,6,12,-5,-174,-122,-215,2,0,0
12,17,12,12,-7,-1085,-36,-105,0,0,1
10,8,9,5,-2,528,-100,-157,2,0,1
0,13,9,12,0,45,-123,-220,-3,0,0
16,14,16,12,-1,-205,-174,-220,-1,0,0
16,14,0,12,0,-11,231,406,-1,1,1
12,12,0,12,1,139,0,45,0,0,1
0,13,9,12,-11,-422,-167,-325,-2,0,0
14,12,3,7,-1,-46,-36,-80,0,-1,1
17,3,2,3,-17,-3225,-145,-220,-3,-1,0
1,11,6,10,4,100,118,205,1,0,1
10,7,6,12,15,326,117,202,-1,0,1
6,12,9,12,5,205,125,230,-2,0,1
9,13,17,10,-2,-564,70,60,-1,0,1
17,12,11,12,-5,-1150,-95,-105,-2,-1,1
12,12,11,12,-3,-1282,347,-40,-1,-1,1
6,12,11,17,-9,-702,-74,-60,0,0,0
15,11,9,12,23,2205,45,226,3,0,1
6,12,15,7,-7,30,-127,-317,-3,0,0
17,11,9,13,19,2095,25,71,-4,0,1
1,7,17,13,-4,-434,14,70,1,0,1
6,12,12,12,4,134,133,270,-4,0,1
14,7,10,15,-10,-1095,-21,-60,4,0,0
17,12,3,12,5,186,108,168,4,0,1
12,12,9,11,-19,-1320,-122,-241,-3,0,1
1,5,17,12,-12,-588,-68,-42,3,0,0
6,12,17,12,-4,85,-121,-210,4,0,0
0,16,14,7,10,1238,99,145,0,0,1
17,12,14,12,6,850,-53,-11,-1,0,0
15,7,17,12,-131,-3660,2,67,2,0,1
13,10,17,12,7,505,164,191,-1,0,1
17,10,5,1,-17,-1275,-131,-285,-4,0,0
17,12,6,5,2,-239,19,52,0,0,1
17,12,4,12,2,100,-5,-25,-1,0,1
17,12,9,5,-11,-1715,-93,-100,-3,-1,0
17,12,3,12,-4,-321,-104,-140,0,0,0
12,4,1,12,-12,-495,-228,-390,-2,-1,0
16,14,17,9,11,5474,226,380,0,0,1
17,9,9,12,11,37,149,145,0,0,1
8,12,11,7,-10,-544,-174,-145,1,-1,0
17,1,5,12,4,126,107,183,-1,0,0
17,1,12,7,13,783,91,110,-2,0,1
3,12,3,7,2,860,-18,-40,3,-1,0
1,12,0,7,2,455,42,120,3,0,1
17,12,9,1,-10,-734,-105,-170,-2,0,0
11,12,1,6,4,887,-5,-26,4,0,0
4,12,3,12,-3,-48,-12,-62,0,0,0
5,14,9,14,-7,-885,-42,-110,2,0,1
11,12,3,12,7,1438,38,80,2,0,1
0,7,6,5,2,-175,-68,-28,-3,0,1
0,12,9,13,-2,-25,-25,-125,0,0,1
2,12,15,11,-7,-745,166,79,0,0,1
9,12,14,7,12,250,95,134,2,0,0
0,13,8,12,-3,9,-20,-100,-2,0,1
9,12,12,12,-2,-21,-26,-130,-2,0,0
17,10,17,12,-5,-1250,-32,-71,3,-1,0
1,2,3,12,10,1300,52,115,4,0,0
4,12,17,1,-12,-370,-195,-312,-4,0,0
3,16,15,14,-7,-1620,-96,-115,-2,0,0
12,7,12,12,-19,-782,-122,-239,0,0,0
15,10,5,12,-8,-200,-82,-105,-4,0,0
15,2,13,12,-2,2175,22,63,3,0,1
2,7,10,12,62,1570,240,350,-1,1,1
14,12,9,12,-4,43,-99,-130,-2,0,0
11,14,3,12,-2,-92,2,10,-1,0,0
4,7,2,14,-8,-368,-128,-195,-1,-1,1
12,12,1,2,-3,-450,-21,-60,-2,0,1
9,7,15,11,-23,-2245,-54,-271,-4,0,0
17,12,10,7,51,972,103,110,1,0,0
3,12,1,12,-4,-591,-37,-105,0,0,0
12,7,6,12,0,8,89,80,2,0,1
5,7,15,12,3,65,117,210,2,0,1
10,1,1,5,1,34,-12,-56,0,0,1
17,11,17,12,16,1915,19,55,-1,0,1
5,12,11,12,6,611,43,-20,1,0,0
17,8,17,15,6,280,-77,-45,3,0,1
12,7,17,11,-8,-1113,-132,-263,1,0,0
2,12,13,12,-3,226,-68,-65,2,0,0
10,7,0,13,5,548,14,225,1,0,1
6,14,5,12,2,-165,77,69,1,0,1
5,12,9,12,3,95,7,34,0,0,1
6,10,12,12,-5,-415,-16,-80,2,0,1
12,12,13,12,8,1005,77,170,2,0,1
3,12,14,7,-49,-2140,-265,-475,0,-1,0
8,9,8,7,0,58,-8,-39,2,0,0
12,12,9,12,-9,-407,-167,-170,-1,0,0
0,9,17,16,-5,-640,-14,-30,1,0,1
14,12,17,12,2,121,75,82,0,0,1
16,8,0,13,5,13,118,253,5,0,1
6,12,0,7,-4,58,-98,-107,3,0,0
17,12,17,12,3,286,6,32,-4,0,1
0,3,12,7,1,-69,113,210,3,0,1
14,12,17,7,-4,-89,3,15,1,0,0
12,12,1,6,0,55,-18,-90,1,0,0
17,10,4,12,-1,64,-18,-50,-2,0,0
14,4,16,12,-15,-1984,-221,-382,0,-1,0
16,7,2,12,6,-600,16,45,-1,0,1
15,1,12,12,6,1555,116,160,-1,0,0
9,13,9,4,13,934,68,45,-4,0,0
9,14,5,12,-3,-185,23,115,-1,0,1
6,12,14,12,8,196,-84,-75,-3,-1,1
11,12,3,12,4,4255,6,17,1,0,0
15,16,9,13,5,1409,35,100,3,0,0
6,12,3,12,11,576,177,210,3,0,0
17,12,15,12,-11,-966,-111,-187,1,0,0
15,10,10,12,8,1455,80,90,1,0,1
14,12,8,12,8,430,134,55,3,0,0
8,12,9,4,14,759,113,203,0,0,0
12,12,8,7,3,-10,-29,-83,-2,0,0
2,12,17,12,-125,-2475,95,100,3,0,1
17,12,12,12,-6,-235,-12,-35,1,0,0
9,12,16,12,-8,-1887,-93,-100,2,-1,1
0,12,17,14,-4,-701,-110,-315,0,0,0
6,7,16,4,11,790,107,154,-2,0,1
17,13,0,15,-9,-1961,-82,-45,-3,0,1
0,12,12,12,3,119,91,100,-2,0,1
12,12,0,13,-21,-1955,-171,-248,1,0,0
12,12,9,12,11,435,553,265,-2,0,1
17,12,6,17,-9,-1720,-128,-195,-2,-1,0
15,7,3,12,16,587,125,240,-4,0,1
16,2,1,2,36,5230,36,80,-1,1,0
1,12,2,7,-11,-1725,-114,-154,4,0,1
12,12,10,12,5,280,13,67,-4,0,0
6,12,17,12,3,70,2,11,4,0,1
5,12,12,12,-1,-163,-22,-110,3,0,1
12,12,12,12,5,366,64,50,-1,0,0
17,1,6,12,-9,-587,-179,-229,1,0,0
14,12,16,14,1,-646,6,30,0,0,1
17,12,14,9,4,150,-135,-215,-1,0,0
17,12,11,12,55,1452,129,240,0,0,1
6,7,17,12,1,73,18,52,3,0,0
13,12,9,12,27,565,8,13,-1,0,1
14,4,4,12,2,124,37,-22,1,0,1
17,13,13,12,-30,-611,-69,-8,1,0,1
17,12,1,11,-7,-264,-117,-200,-1,0,0
1,12,3,8,12,502,116,160,0,1,0
12,12,1,11,-3,-36,24,-210,2,0,0
17,12,15,0,-4,-55,-8,-41,3,0,0
9,12,1,14,18,160,69,46,-1,0,1
12,7,12,12,-1,-22,-9,-45,3,0,0
6,14,0,13,10,305,190,284,4,0,1
17,12,5,12,0,25,3,15,-4,0,1
15,14,15,12,-5,-760,-100,-140,0,-1,1
17,12,0,7,14,655,91,106,-2,0,1
3,12,1,16,10,300,98,135,-2,0,1
12,7,9,5,-4,-1592,-103,-138,-3,-1,0
8,12,12,7,4,-13,33,165,-1,0,0
14,12,0,12,4,656,102,155,-2,0,1
9,12,14,12,-6,-255,-107,-172,1,0,0
15,17,6,12,-12,-640,-114,-194,5,0,0
11,12,6,12,10,1920,-66,-55,1,0,0
17,12,13,12,-6,-125,-65,-51,5,0,1
4,7,6,5,-13,-488,-97,-125,-1,0,0
8,7,17,7,6,55,120,228,1,0,0
15,17,16,8,-4,55,6,30,-5,0,1
8,6,13,12,4,33,168,191,0,0,1
17,14,5,12,-4,95,40,115,0,0,1
16,14,0,12,3,930,21,106,-1,0,1
0,9,13,1,-8,-542,-42,-120,1,0,0
9,12,16,12,11,-288,5,10,-2,0,1
2,10,3,12,11,652,211,305,-1,0,1
3,12,0,7,-6,-117,-105,-181,2,0,0
2,7,0,15,67,1920,241,355,-2,1,1
12,12,17,7,-3,-1875,-25,-50,0,0,1
12,12,2,10,-6,-547,-110,-142,-1,0,0
9,12,9,12,22,325,64,30,0,0,1
17,2,11,7,1,966,-18,-40,1,-1,0
12,12,15,7,-3,-450,-35,-100,1,0,0
0,3,15,12,-16,-2294,-197,-261,2,-1,1
3,7,14,12,13,523,0,0,-3,0,1
10,12,15,2,-15,-2250,-33,-96,-5,0,0
17,15,12,7,5,598,121,233,3,0,1
0,6,16,8,8,415,91,102,-1,0,0
12,14,12,12,1,-50,5,15,-1,0,0
13,12,0,13,5,247,13,65,-4,0,1
17,12,0,13,35,3220,241,365,2,1,1
0,7,17,9,-3,-170,-138,-90,-1,0,1
4,12,2,7,-68,-2056,-176,-309,3,-1,1
0,12,12,12,-8,-70,-11,-31,2,0,0
11,12,10,12,2,-625,66,35,3,0,1
17,12,12,12,-6,-5,-67,-66,2,0,1
5,12,4,7,-8,-170,-203,-335,-2,0,0
0,12,12,12,-16,-1228,-191,-365,2,0,0
0,7,17,12,-126,-3465,5,15,1,0,1
5,12,0,7,2,490,149,115,3,0,0
15,16,9,12,10,1477,137,315,2,0,0
3,12,14,12,-5,-141,-163,-201,1,0,0
6,12,17,10,2,290,21,105,3,0,1
5,12,5,12,1,195,-21,-60,-4,0,0
17,1,16,14,9,-552,179,230,3,0,1
12,12,3,12,8,299,94,128,2,0,0
4,12,3,8,-1,2,-86,-99,2,0,0
3,12,13,12,-9,-502,-104,-172,2,0,1
6,12,9,12,-7,80,-109,-204,-2,0,0
12,12,0,8,14,788,89,254,-2,0,0
14,12,14,7,6,303,1,15,-4,0,0
17,7,15,11,-14,-2008,62,-48,-1,0,1
17,4,3,4,6,263,38,-11,-4,0,0
12,12,9,12,8,32,90,180,1,0,1
3,7,14,12,7,261,77,55,-1,1,0
9,12,17,12,-1,-75,-18,-88,0,0,0
15,11,0,9,10,198,15,77,5,0,1
10,12,9,13,10,2870,42,120,3,0,0
17,1,6,12,-11,-1342,-133,-250,2,0,0
0,9,11,10,-8,-533,-96,-140,3,0,0
0,5,9,12,4,235,1,2,-3,0,0
0,13,14,9,0,50,-198,-395,-1,0,0
10,12,15,11,-19,-1755,-38,-191,-2,0,0
10,1,4,12,5,728,50,-6,-1,0,1
14,12,9,12,0,69,-118,-197,-3,0,0
2,12,9,16,-7,-1072,-111,-189,1,0,1
15,12,0,12,1,151,17,85,4,0,1
4,12,15,12,21,1130,169,290,1,1,1
17,12,5,12,-7,-185,-93,-125,2,0,1
0,12,12,9,-11,-672,7,20,0,0,1
11,12,8,7,7,398,68,47,1,0,0
2,12,17,12,4,240,84,110,3,0,1
4,12,1,12,-9,-370,-88,-105,1,0,0
12,12,17,12,6,256,332,136,0,0,1
6,12,2,10,-7,-210,-94,-160,-2,0,0
12,12,3,16,-2,-1395,-115,-175,-1,0,0
0,3,0,7,-2,-141,-13,77,2,0,1
11,14,17,2,-14,-1460,-182,-235,0,0,0
9,14,2,7,-7,-181,-107,-165,-2,0,0
9,13,0,7,-3,-234,-40,0,0,0,0
12,12,13,12,-18,750,23,77,3,0,0
14,12,9,13,1,541,33,97,4,0,0
2,12,8,13,-5,1104,5,15,2,0,0
0,12,17,1,-7,-251,-103,-163,2,0,0
12,4,12,7,-4,-202,-10,-52,0,0,0
12,12,1,6,8,604,97,135,0,0,1
6,10,3,12,-9,-555,-113,-192,-2,0,0
16,5,2,12,18,2472,201,280,-1,1,1
15,12,17,12,5,1984,96,110,-2,1,0
6,12,15,5,-13,-2465,-187,-211,1,-1,0
0,12,17,7,-58,-2235,-117,-335,2,0,0
14,7,17,12,-3,-39,2,12,-3,0,1
0,16,15,1,-10,-1690,-97,-105,3,0,0
17,7,9,12,3,216,90,112,1,0,1
17,12,6,14,5,1480,21,46,-4,1,0
12,7,10,12,11,702,107,170,-2,0,1
0,7,16,5,-13,-2380,-101,-124,-2,-1,1
5,12,17,12,4,162,-4,-20,3,0,1
17,10,3,12,3,238,0,0,0,0,0
8,12,0,9,2,-63,-46,55,-3,0,1
17,12,4,12,48,1133,31,90,1,0,1
10,12,6,12,7,1175,113,190,-1,0,1
13,12,17,12,9,32,107,165,-3,0,1
4,12,15,12,-9,-350,-100,-192,0,0,0
17,12,12,12,50,965,112,155,2,0,1
6,15,11,12,-18,-2050,-26,-75,-3,0,0
12,12,9,1,-9,-724,-119,-238,3,0,1
12,12,17,12,-1,-4,-4,-19,0,0,0
6,12,12,7,-8,-707,-22,-51,5,0,0
3,12,10,3,-3,-50,-53,-151,-4,0,0
16,4,0,13,-9,-10,-25,-70,2,0,0
17,12,9,7,-2,44,-167,-260,1,0,0
9,12,5,12,4,760,100,195,2,0,1
14,12,12,12,2,90,5,23,-3,0,0
14,12,14,12,-5,-740,-81,-180,0,-1,0
0,12,8,12,-3,128,14,40,2,0,1
17,13,16,8,-3,-6,-69,-18,-4,0,1
12,12,6,12,-2,-200,-7,-75,-2,0,1
16,10,12,17,82,3685,35,100,-2,0,0
14,12,6,7,-35,-1987,-45,-100,2,0,0
0,16,5,12,12,1100,105,152,-4,0,1
3,12,6,12,-4,-148,-23,-115,2,0,0
12,12,0,13,-14,-1735,-71,-65,0,0,0
2,12,12,12,36,115,100,183,-5,0,1
17,12,17,12,1,56,-204,-270,0,0,0
12,7,12,12,5,82,18,62,-1,0,0
6,12,1,12,5,305,87,94,-1,0,0
17,12,12,12,12,578,-151,85,-3,0,1
5,12,12,12,-1,30,6,15,2,0,0
16,12,9,7,-17,-790,-101,-160,2,0,0
12,12,9,7,-3,45,-42,10,3,0,1
6,7,17,1,-11,-728,-27,-78,3,0,0
17,10,5,12,0,321,82,80,2,0,0
0,12,9,12,7,237,98,204,2,0,1
11,12,11,12,-11,-35,-9,-5,-2,0,1
0,15,15,10,-9,-1375,-79,-85,3,0,1
1,2,17,12,-27,-1920,-32,-70,2,-1,1
10,12,10,12,-4,-867,-26,-95,-1,0,1
0,16,8,12,-10,192,-73,-60,-2,0,0
5,12,12,12,-8,-630,-179,-280,-1,0,0
14,12,16,10,-77,-3560,42,-20,3,0,1
12,7,17,12,3,160,25,70,4,0,0
14,12,14,12,-8,-676,-133,-210,1,0,0
17,10,15,17,1,-210,-24,-70,-4,0,0
9,7,17,10,16,981,103,172,0,0,0
14,12,12,12,-2,-49,-13,-65,0,0,0
5,12,11,8,-3,598,-121,-243,-1,0,0
17,12,0,16,5,-492,12,35,-1,0,1
13,5,12,7,-9,-178,-98,-142,2,0,0
0,12,6,12,1,-276,9,-110,-4,0,0
13,10,6,12,-4,-195,-13,-29,-1,0,0
15,9,0,7,-9,-277,-109,-160,-1,0,0
1,12,17,12,-1,-69,-41,25,0,0,0
3,12,4,12,-25,-2090,-248,-391,0,-1,0
16,10,15,12,83,3685,109,160,-2,0,0
0,16,0,16,5,495,97,105,0,0,1
12,12,2,12,-4,-272,-78,-80,-3,0,0
3,16,0,9,-9,-145,-160,-175,-4,0,0
6,17,2,12,7,1590,126,190,1,1,1
12,12,10,12,-5,-375,16,45,4,0,1
11,12,17,9,6,384,94,175,2,0,1
1,12,12,12,-1,-108,-54,0,-1,0,1
17,12,16,4,-1,-70,-74,-86,2,0,1
9,12,16,7,-13,8,-96,-130,1,0,0
3,16,12,10,2,1376,93,112,-2,0,0
6,12,0,12,4,76,18,92,1,0,1
4,12,11,14,-12,-401,-91,-114,5,0,0
12,7,0,9,-4,-145,-17,-47,4,0,1
17,12,1,7,7,219,80,55,2,0,0
1,12,12,12,4,156,102,125,4,0,1
12,7,12,17,-5,-296,0,1,0,0,1
17,12,2,12,-4,-245,-82,-102,-2,0,0
16,4,17,12,-39,-3405,-169,-290,0,-1,0
15,0,16,4,9,567,40,115,0,0,0
17,1,9,16,9,212,178,225,1,0,1
4,12,14,12,-10,-270,-93,-160,0,0,0
17,1,17,12,0,-7,-9,-27,-1,0,0
10,15,9,12,10,890,100,135,-5,0,0
17,7,17,12,16,2155,111,171,-3,0,1
10,2,8,12,-5,-153,-40,-115,0,0,1
10,12,13,12,1,255,21,60,0,0,0
15,12,3,8,6,312,-84,-90,0,0,0
3,12,17,11,-19,-2122,-131,-255,1,0,0
9,12,17,12,1,-36,-18,-90,0,0,0
2,7,3,7,11,976,120,172,-2,0,0
14,12,17,12,17,1157,241,355,-3,1,1
12,12,4,12,4,153,1,2,-2,0,1
17,9,17,2,-13,-1494,-199,-320,1,0,0
9,12,9,1,-9,-538,5,10,-1,0,0
3,12,17,7,-16,-2140,-112,-176,4,0,0
6,12,11,17,13,1585,203,290,-1,1,1
2,14,12,12,6,-284,98,110,2,1,0
0,7,0,13,-13,-1625,-140,-95,-3,0,0
2,11,12,7,15,2855,81,181,4,1,0
9,13,2,10,3,-141,77,90,-3,0,1
17,12,4,12,6,221,12,34,-2,0,0
6,12,3,16,-1,-1601,-64,-30,-3,0,1
5,12,9,12,-5,44,-85,-120,2,0,0
15,16,3,12,5,1195,-45,10,3,0,0
1,2,9,14,14,1575,205,275,4,0,1
12,12,10,12,-3,-1140,-132,-285,0,0,0
4,12,15,7,-15,-560,-136,-297,1,0,0
2,12,6,5,7,1195,28,80,2,0,0
5,12,14,12,13,1290,169,215,-4,0,1
2,14,9,13,18,590,211,306,-2,1,1
16,14,15,17,-4,602,-113,-195,2,0,0
12,12,6,5,3,60,23,67,2,0,1
16,12,15,9,4,1446,88,85,0,1,1
0,16,13,12,4,1058,35,100,1,0,0
6,12,14,12,1,85,112,188,4,0,1
0,8,17,16,-9,-833,-156,-294,-1,0,0
17,10,14,6,11,580,-41,-91,0,-1,0
8,12,12,9,1,-185,20,100,-3,0,0
9,12,5,12,-1,-121,5,23,1,0,1
0,9,17,3,0,-20,64,40,3,0,1
1,12,0,12,8,350,116,246,-1,0,1
12,12,17,12,25,2905,258,390,0,1,1
4,12,16,5,-10,-2400,-13,-28,1,-1,0
16,12,0,12,17,2016,216,356,-1,1,1
12,7,13,1,-7,-357,-114,-209,-1,0,1
